post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,meta:BigRepairShopCustomerAccount_have_wholesale_price,meta:BigRepairShopCustomerAccount_wholesale_minimum_order_quantity,meta:BigRepairShopCustomerAccount_wholesale_order_quantity_step,meta:BigRepairShopCustomerAccount_wholesale_price,meta:BigRepairShopCustomerAccount_wholesale_sale_price,meta:BigRepairShopCustomerAccount_wholesale_sale_price_dates_from,meta:BigRepairShopCustomerAccount_wholesale_sale_price_dates_to,meta:Price_RMB,meta:Purchase_Price,meta:Purchase_Price2,meta:SmallRepairShopCustomerAccount_have_wholesale_price,meta:SmallRepairShopCustomerAccount_wholesale_minimum_order_quantity,meta:SmallRepairShopCustomerAccount_wholesale_order_quantity_step,meta:SmallRepairShopCustomerAccount_wholesale_price,meta:SmallRepairShopCustomerAccount_wholesale_sale_price,meta:SmallRepairShopCustomerAccount_wholesale_sale_price_dates_from,meta:SmallRepairShopCustomerAccount_wholesale_sale_price_dates_to,meta:Wholesale_Customer,meta:atum_purchase_price,meta:custom_badges_text,meta:mf_pbt_product_ids,meta:partner_customerpp_have_wholesale_price,meta:partner_customerpp_wholesale_minimum_order_quantity,meta:partner_customerpp_wholesale_order_quantity_step,meta:partner_customerpp_wholesale_price,meta:partner_customerpp_wholesale_sale_price,meta:partner_customerpp_wholesale_sale_price_dates_from,meta:partner_customerpp_wholesale_sale_price_dates_to,meta:price_in_rmb,meta:product_features_desc,meta:total_sales,meta:video_position,meta:wc_cog_cost,meta:wc_cog_cost_or_purchase_price,meta:wholesale_customer_have_wholesale_price,meta:wholesale_customer_wholesale_minimum_order_quantity,meta:wholesale_customer_wholesale_order_quantity_step,meta:wholesale_customer_wholesale_price,meta:wholesale_customer_wholesale_sale_price,meta:wholesale_customer_wholesale_sale_price_dates_from,meta:wholesale_customer_wholesale_sale_price_dates_to,meta:woocommerce_position_meta,meta:wwp_data,meta:wwpp_ignore_cat_level_wholesale_discount,meta:wwpp_ignore_role_level_wholesale_discount,meta:wwpp_post_meta_enable_quantity_discount_rule,meta:wwpp_product_hash,meta:wwpp_product_wholesale_visibility_filter,attribute:pa_branding,attribute_data:pa_branding,attribute_default:pa_branding,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_ean,attribute_data:pa_ean,attribute_default:pa_ean,attribute:pa_filter,attribute_data:pa_filter,attribute_default:pa_filter,attribute:pa_filter-for-cases,attribute_data:pa_filter-for-cases,attribute_default:pa_filter-for-cases,attribute:pa_filter-for-huawei-tempered,attribute_data:pa_filter-for-huawei-tempered,attribute_default:pa_filter-for-huawei-tempered,attribute:pa_filter-for-iwatch-bands,attribute_data:pa_filter-for-iwatch-bands,attribute_default:pa_filter-for-iwatch-bands,attribute:pa_filter-for-iwatch-protection,attribute_data:pa_filter-for-iwatch-protection,attribute_default:pa_filter-for-iwatch-protection,attribute:pa_filter-for-leather-case,attribute_data:pa_filter-for-leather-case,attribute_default:pa_filter-for-leather-case,attribute:pa_filter-for-samsung-cases,attribute_data:pa_filter-for-samsung-cases,attribute_default:pa_filter-for-samsung-cases,attribute:pa_filter-for-samsung-tempered,attribute_data:pa_filter-for-samsung-tempered,attribute_default:pa_filter-for-samsung-tempered,attribute:pa_filter-for-silicone-case,attribute_data:pa_filter-for-silicone-case,attribute_default:pa_filter-for-silicone-case,attribute:pa_filter-for-tempered-glass,attribute_data:pa_filter-for-tempered-glass,attribute_default:pa_filter-for-tempered-glass,attribute:pa_filter-for-xiaomi-tempered,attribute_data:pa_filter-for-xiaomi-tempered,attribute_default:pa_filter-for-xiaomi-tempered,attribute:pa_hscode,attribute_data:pa_hscode,attribute_default:pa_hscode,attribute:pa_master-filter,attribute_data:pa_master-filter,attribute_default:pa_master-filter,attribute:pa_part-category,attribute_data:pa_part-category,attribute_default:pa_part-category,attribute:pa_privacy-filter,attribute_data:pa_privacy-filter,attribute_default:pa_privacy-filter,attribute:pa_quality,attribute_data:pa_quality,attribute_default:pa_quality,attribute:pa_website-filter,attribute_data:pa_website-filter,attribute_default:pa_website-filter,meta:_atum_attachments,meta:_download_expiry,meta:_download_limit,meta:_downloadable,meta:_is_new,meta:_product_version,meta:_purchase_note,meta:_purchase_price,meta:_sale_price_dates_to,meta:_sold_individually,meta:_tax_class,meta:_tax_status,meta:_wc_average_rating,meta:_wc_review_count,meta:_wcml_custom_prices_status,meta:_woocs_price_user_role_name,meta:_woocs_regular_price_user_role,meta:_woocs_sale_price_user_role,meta:_wp_page_template,meta:_wwof_variations_cache_version,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_primary_product_cat
"Leather Band for Apple Watch (42/44/45,49mm) - Size M/L (230mm) - Light Brown",leather-band-for-apple-watch-42-44-4549mm-size-m-l-230mm-light-brown,,43220,,,publish,,800,"2022-10-13 14:29:27",49,open,ACCAPWLB014,,,no,no,3,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-28-211105.png ! alt :  ! title : Screenshot 2022-10-28 211105 ! desc :  ! caption : ",,https://ferrytelecom.com/product/leather-band-for-apple-watch-42-44-4549mm-size-m-l-230mm-light-brown/,,simple,,"Band for Apple Watch",,,,yes,,,5.5,,,,13,2.6,,yes,,,13.95,,,,,,,,yes,,,2.60,,,,,,15,,,,yes,,,3.8,,,,,,,,,,all,,,,"Light Brown",3|1|1,,,,,,,,,,,,,,Leather,2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.8.1,,,,no,,taxable,0,0,,,,,,,,,
"Leather Band for Apple Watch (38/40/41mm) - Size S/M (220mm) - Light Brown",leather-band-for-apple-watch-38-40-41mm-size-s-m-220mm-light-brown,,43221,,,publish,,790,"2022-10-13 14:29:27",49,open,ACCAPWLB013,,,no,no,36,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-28-211105.png ! alt :  ! title : Screenshot 2022-10-28 211105 ! desc :  ! caption : ",,https://ferrytelecom.com/product/leather-band-for-apple-watch-38-40-41mm-size-s-m-220mm-light-brown/,,simple,,"Band for Apple Watch",,,,yes,,,5.5,,,,13,2.6,,yes,,,13.95,,,,,,,,yes,,,2.60,,,,,,17,,,,yes,,,3.8,,,,,,,,,,all,,,,"Light Brown",3|1|1,,,,,,,,,,,,,,Leather,2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.1.2,,,,no,,taxable,0,0,,,,,,,,,
"Leather Band for Apple Watch (42/44/45,49mm) - Size M/L (230mm) - Purple",leather-band-for-apple-watch-42-44-4549mm-size-m-l-230mm-purple,,43222,,,publish,,780,"2022-10-13 14:29:27",49,open,ACCAPWLB012,,,no,no,14,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-28-210153.png ! alt :  ! title : Screenshot 2022-10-28 210153 ! desc :  ! caption : ",,https://ferrytelecom.com/product/leather-band-for-apple-watch-42-44-4549mm-size-m-l-230mm-purple/,,simple,,"Band for Apple Watch",,,,yes,,,5.5,,,,13,2.6,,yes,,,13.95,,,,,,,,yes,,,2.60,,,,,,14,,,,yes,,,3.8,,,,,,,,,,all,,,,Purple,3|1|1,,,,,,,,,,,,,,Leather,2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.7.0,,,,no,,taxable,0,0,,,,,,,,,
"Leather Band for Apple Watch (38/40/41mm) - Size S/M (220mm) - Purple",leather-band-for-apple-watch-38-40-41mm-size-s-m-220mm-purple,,43223,,,publish,,770,"2022-10-13 14:29:27",49,open,ACCAPWLB011,,,no,no,10,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-28-210153.png ! alt :  ! title : Screenshot 2022-10-28 210153 ! desc :  ! caption : ",,https://ferrytelecom.com/product/leather-band-for-apple-watch-38-40-41mm-size-s-m-220mm-purple/,,simple,,"Band for Apple Watch",,,,yes,,,5.5,,,,13,2.6,,yes,,,13.95,,,,,,,,yes,,,2.60,,,,,,9,,,,yes,,,3.8,,,,,,,,,,all,,,,Purple,3|1|1,,,,,,,,,,,,,,Leather,2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.6.2,,,,no,,taxable,0,0,,,,,,,,,
"Leather Band for Apple Watch (42/44/45,49mm) - Size M/L (230mm) - Red",leather-band-for-apple-watch-42-44-4549mm-size-m-l-230mm-red,,43224,,,publish,,760,"2022-10-13 14:29:28",49,open,ACCAPWLB010,,,no,no,1,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-28-211214.png ! alt :  ! title : Screenshot 2022-10-28 211214 ! desc :  ! caption : ",,https://ferrytelecom.com/product/leather-band-for-apple-watch-42-44-4549mm-size-m-l-230mm-red/,,simple,,"Band for Apple Watch",,,,yes,,,5.5,,,,13,2.6,,yes,,,13.95,,,,,,,,yes,,,2.60,,,,,,7,,,,yes,,,3.8,,,,,,,,,,all,,,,Red,3|1|1,,,,,,,,,,,,,,Leather,2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.8.1,,,,no,,taxable,0,0,,,,,,,,,
"Leather Band for Apple Watch (38/40/41mm) - Size S/M (220mm) - Red",leather-band-for-apple-watch-38-40-41mm-size-s-m-220mm-red,,43225,,,publish,,750,"2022-10-13 14:29:28",49,open,ACCAPWLB009,,,no,no,10,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-28-211214.png ! alt :  ! title : Screenshot 2022-10-28 211214 ! desc :  ! caption : ",,https://ferrytelecom.com/product/leather-band-for-apple-watch-38-40-41mm-size-s-m-220mm-red/,,simple,,"Band for Apple Watch",,,,yes,,,5.5,,,,13,2.6,,yes,,,13.95,,,,,,,,yes,,,2.60,,,,,,9,,,,yes,,,3.8,,,,,,,,,,all,,,,Red,3|1|1,,,,,,,,,,,,,,Leather,2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.7.0,,,,no,,taxable,0,0,,,,,,,,,
"Leather Band for Apple Watch (42/44/45,49mm) - Size M/L (230mm) - Dark Green",leather-band-for-apple-watch-42-44-4549mm-size-m-l-230mm-dark-green,,43226,,,publish,,740,"2022-10-13 14:29:30",49,open,ACCAPWLB008,,,no,no,1,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-28-2019087.png ! alt :  ! title : Screenshot 2022-10-28 2019087 ! desc :  ! caption : ",,https://ferrytelecom.com/product/leather-band-for-apple-watch-42-44-4549mm-size-m-l-230mm-dark-green/,,simple,,"Band for Apple Watch",,,,yes,,,5.5,,,,13,2.6,,yes,,,13.95,,,,,,,,yes,,,2.60,,,,,,10,,,,yes,,,3.8,,,,,,,,,,all,,,,"Dark Green",3|1|1,,,,,,,,,,,,,,Leather,2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.6.2,,,,no,,taxable,0,0,,,,,,,,,
"Leather Band for Apple Watch (38/40/41mm) - Size S/M (220mm) - Dark Green",leather-band-for-apple-watch-38-40-41mm-size-s-m-220mm-dark-green,,43227,,,publish,,730,"2022-10-13 14:29:30",49,open,ACCAPWLB007,,,no,no,13,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-28-2019087.png ! alt :  ! title : Screenshot 2022-10-28 2019087 ! desc :  ! caption : ",,https://ferrytelecom.com/product/leather-band-for-apple-watch-38-40-41mm-size-s-m-220mm-dark-green/,,simple,,"Band for Apple Watch",,,,yes,,,5.5,,,,13,2.6,,yes,,,13.95,,,,,,,,yes,,,2.60,,,,,,13,,,,yes,,,3.8,,,,,,,,,,all,,,,"Dark Green",3|1|1,,,,,,,,,,,,,,Leather,2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.7.0,,,,no,,taxable,0,0,,,,,,,,,
"Leather Band for Apple Watch (42/44/45,49mm) - Size M/L (230mm) - Light Green",leather-band-for-apple-watch-42-44-4549mm-size-m-l-230mm-light-green,,43228,,,publish,,720,"2022-10-13 14:29:31",49,open,ACCAPWLB006,,,no,no,13,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-28-211301.png ! alt :  ! title : Screenshot 2022-10-28 211301 ! desc :  ! caption : ",,https://ferrytelecom.com/product/leather-band-for-apple-watch-42-44-4549mm-size-m-l-230mm-light-green/,,simple,,"Band for Apple Watch",,,,yes,,,5.5,,,,13,2.6,,yes,,,13.95,,,,,,,,yes,,,2.60,,,,,,10,,,,yes,,,3.8,,,,,,,,,6a6b74252afd88.81378429,all,,,,"Light Green",3|1|1,,,,,,,,,,,,,,Leather,2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.9.4,,,,no,,taxable,0,0,,,,,,17854269814102,,,
"Leather Band for Apple Watch (38/40/41mm) - Size S/M (220mm) - Light Green",leather-band-for-apple-watch-38-40-41mm-size-s-m-220mm-light-green,,43229,,,publish,,710,"2022-10-13 14:29:31",49,open,ACCAPWLB005,,,no,no,16,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-28-211301.png ! alt :  ! title : Screenshot 2022-10-28 211301 ! desc :  ! caption : ",,https://ferrytelecom.com/product/leather-band-for-apple-watch-38-40-41mm-size-s-m-220mm-light-green/,,simple,,"Band for Apple Watch",,,,yes,,,5.5,,,,13,2.6,,yes,,,13.95,,,,,,,,yes,,,2.60,,,,,,7,,,,yes,,,3.8,,,,,,,,,,all,,,,"Light Green",3|1|1,,,,,,,,,,,,,,Leather,2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.6.2,,,,no,,taxable,0,0,,,,,,,,,
"Leather Band for Apple Watch (42/44/45,49mm) - Size M/L (230mm) - Dark Brown",leather-band-for-apple-watch-42-44-4549mm-size-m-l-230mm-dark-brown,,43230,,,publish,,700,"2022-10-13 14:29:31",49,open,ACCAPWLB004,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-28-205321.png ! alt :  ! title : Screenshot 2022-10-28 205321 ! desc :  ! caption : ",,https://ferrytelecom.com/product/leather-band-for-apple-watch-42-44-4549mm-size-m-l-230mm-dark-brown/,,simple,outofstock,"Band for Apple Watch",,,,yes,,,5.5,,,,13,2.6,,yes,,,13.95,,,,,,,,yes,,,2.60,,,,,,10,,,,yes,,,3.8,,,,,,,,,,all,,,,"Dark Brown",3|1|1,,,,,,,,,,,,,,Leather,2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.6.2,,,,no,,taxable,0,0,,,,,,,,,
"Leather Band for Apple Watch (38/40/41mm) - Size S/M (220mm) - Dark Brown",leather-band-for-apple-watch-38-40-41mm-size-s-m-220mm-dark-brown,,43231,,,publish,,690,"2022-10-13 14:29:31",49,open,ACCAPWLB003,,,no,no,19,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-28-205321.png ! alt :  ! title : Screenshot 2022-10-28 205321 ! desc :  ! caption : ",,https://ferrytelecom.com/product/leather-band-for-apple-watch-38-40-41mm-size-s-m-220mm-dark-brown/,,simple,,"Band for Apple Watch",,,,yes,,,5.5,,,,13,2.6,,yes,,,13.95,,,,,,,,yes,,,2.60,,,,,,15,,,,yes,,,3.8,,,,,,,,,,all,,,,"Dark Brown",3|1|1,,,,,,,,,,,,,,Leather,2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.8.1,,,,no,,taxable,0,0,,,,,,,,,
"Leather Band for Apple Watch (42/44/45,49mm) - Size M/L (230mm) - Black",leather-band-for-apple-watch-42-44-4549mm-size-m-l-230mm-black,,43232,,,publish,,680,"2022-10-13 14:29:32",49,open,ACCAPWLB002,,,no,no,51,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-28-20483677.png ! alt :  ! title : Screenshot 2022-10-28 20483677 ! desc :  ! caption : ",,https://ferrytelecom.com/product/leather-band-for-apple-watch-42-44-4549mm-size-m-l-230mm-black/,,simple,,"Band for Apple Watch",,,,yes,,,5.5,,,,13,2.6,,yes,,,13.95,,,,,,,,yes,,,2.60,,,,,,32,,,,yes,,,3.8,,,,,,,,,,all,,,,Black,3|1|1,,,,,,,,,,,,,,Leather,2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.9.1,,,,no,,taxable,0,0,,,,,,17833701096459,,,
"Leather Band for Apple Watch (38/40/41mm) - Size S/M (220mm) - Black",leather-band-for-apple-watch-38-40-41mm-size-s-m-220mm-black,,43233,,,publish,,670,"2022-10-13 14:29:32",49,open,ACCAPWLB001,,,no,no,3,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-28-20483677.png ! alt :  ! title : Screenshot 2022-10-28 20483677 ! desc :  ! caption : ",,https://ferrytelecom.com/product/leather-band-for-apple-watch-38-40-41mm-size-s-m-220mm-black/,,simple,,"Band for Apple Watch",,,,yes,,,5.5,,,,13,2.6,,yes,,,13.95,,,,,,,,yes,,,2.60,,,,,,20,,,,yes,,,3.8,,,,,,,,,,all,,,,Black,3|1|1,,,,,,,,,,,,,,Leather,2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.7.0,,,,no,,taxable,0,0,,,,,,,,,
"Ceramic Steel Band for Apple Watch (42/44/45,49mm) - White",ceramic-steel-band-for-apple-watch-42-44-4549mm-white,,43234,,,publish,,660,"2022-10-13 14:29:32",49,open,ACCAPWCSB04,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-15-211717.png ! alt :  ! title : Screenshot 2022-10-15 211717 ! desc :  ! caption : ",,https://ferrytelecom.com/product/ceramic-steel-band-for-apple-watch-42-44-4549mm-white/,,simple,outofstock,"Band for Apple Watch",,,,yes,,,11.9,,,,47,6.16,,yes,,,24.95,,,,,,,,yes,,,6.16,,,,,,4,,,,yes,,,8.9,,,,,,,,,,all,,,,White,3|1|1,,,,,,,,,,,,,,"Ceramic Steel",2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.2.2,,,,no,,taxable,0,0,,,,,,,,,
"Ceramic Steel Band for Apple Watch (38/40/41mm) - White",ceramic-steel-band-for-apple-watch-38-40-41mm-white,,43235,,,publish,,650,"2022-10-13 14:29:32",49,open,ACCAPWCSB03,,,no,no,2,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-15-211717.png ! alt :  ! title : Screenshot 2022-10-15 211717 ! desc :  ! caption : ",,https://ferrytelecom.com/product/ceramic-steel-band-for-apple-watch-38-40-41mm-white/,,simple,,"Band for Apple Watch",,,,yes,,,11.9,,,,47,6.16,,yes,,,24.95,,,,,,,,yes,,,6.16,,,,,,5,,,,yes,,,8.9,,,,,,,,,,all,,,,White,3|1|1,,,,,,,,,,,,,,"Ceramic Steel",2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,9.6.2,,,,no,,taxable,0,0,,,,,,,,,
"Ceramic Steel Band for Apple Watch (42/44/45,49mm) - Black",ceramic-steel-band-for-apple-watch-42-44-4549mm-black,,43236,,,publish,,640,"2022-10-13 14:29:33",49,open,ACCAPWCSB02,,,no,no,1,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-15-211641.png ! alt :  ! title : Screenshot 2022-10-15 211641 ! desc :  ! caption : ",,https://ferrytelecom.com/product/ceramic-steel-band-for-apple-watch-42-44-4549mm-black/,,simple,,"Band for Apple Watch",,,,yes,,,11.9,,,,47,6.16,,yes,,,24.95,,,,,,,,yes,,,6.16,,,,,,7,,,,yes,,,8.9,,,,,,,,,,all,,,,Black,3|1|1,,,,,,,,,,,,,,"Ceramic Steel",2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.0.4,,,,no,,taxable,0,0,,,,,,,,,
"Ceramic Steel Band for Apple Watch (38/40/41mm) - Black",ceramic-steel-band-for-apple-watch-38-40-41mm-black,,43237,,,publish,,630,"2022-10-13 14:29:33",49,open,ACCAPWCSB01,,,no,no,3,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-15-211641.png ! alt :  ! title : Screenshot 2022-10-15 211641 ! desc :  ! caption : ",,https://ferrytelecom.com/product/ceramic-steel-band-for-apple-watch-38-40-41mm-black/,,simple,,"Band for Apple Watch",,,,yes,,,11.9,,,,47,6.16,,yes,,,24.95,,,,,,,,yes,,,6.16,,,,,,6,,,,yes,,,8.9,,,,,,,,,,all,,,,Black,3|1|1,,,,,,,,,,,,,,"Ceramic Steel",2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,9.6.2,,,,no,,taxable,0,0,,,,,,,,,
"Diamond Aluminium Band for Apple Watch (42/44/45,49mm) - Gold",diamond-aluminium-band-for-apple-watch-42-44-4549mm-gold,,43238,,,publish,,620,"2022-10-13 14:29:34",49,open,ACCAPWDAB08,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-15-205413.png ! alt :  ! title : Screenshot 2022-10-15 205413 ! desc :  ! caption : ",,https://ferrytelecom.com/product/diamond-aluminium-band-for-apple-watch-42-44-4549mm-gold/,,simple,outofstock,"Band for Apple Watch",,,,yes,,,5.5,,,,19,2.47,,yes,,,13.95,,,,,,,,yes,,,2.47,,,,,,6,,,,yes,,,3.8,,,,,,,,,,all,,,,Gold,3|1|1,,,,,,,,,,,,,,"Diamond Aluminimum",2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,10.0.2,,,,no,,taxable,0,0,,,,,,,,,
"Diamond Aluminium Band for Apple Watch (38/40/41mm) - Gold",diamond-aluminium-band-for-apple-watch-38-40-41mm-gold,,43239,,,publish,,610,"2022-10-13 14:29:34",49,open,ACCAPWDAB07,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-15-205413.png ! alt :  ! title : Screenshot 2022-10-15 205413 ! desc :  ! caption : ",,https://ferrytelecom.com/product/diamond-aluminium-band-for-apple-watch-38-40-41mm-gold/,,simple,outofstock,"Band for Apple Watch",,,,yes,,,5.5,,,,19,2.47,,yes,,,13.95,,,,,,,,yes,,,2.47,,,,,,2,,,,yes,,,3.8,,,,,,,,,,all,,,,Gold,3|1|1,,,,,,,,,,,,,,"Diamond Aluminimum",2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,9.4.3,,,,no,,taxable,0,0,,,,,,,,,
"Diamond Aluminium Band for Apple Watch (42/44/45,49mm) - Pink",diamond-aluminium-band-for-apple-watch-42-44-4549mm-pink,,43240,,,publish,,600,"2022-10-13 14:29:34",49,open,ACCAPWDAB06,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2022/10/Screenshot-2022-10-15-205451.png ! alt :  ! title : Screenshot 2022-10-15 205451 ! desc :  ! caption : ",,https://ferrytelecom.com/product/diamond-aluminium-band-for-apple-watch-42-44-4549mm-pink/,,simple,outofstock,"Band for Apple Watch",,,,yes,,,5.5,,,,19,2.47,,yes,,,13.95,,,,,,,,yes,,,2.47,,,,,,4,,,,yes,,,3.8,,,,,,,,,,all,,,,Pink,3|1|1,,,,,,,,,,,,,,"Diamond Aluminimum",2|1|1,,,,,,,,,,,,,,,,,,,,,,,8517.7000,1|1|1,,,,,"Apple Watch Band",0|1|1,,,,,,,,,,,,'-1,'-1,no,,9.6.2,,,,no,,taxable,0,0,,,,,,,,,
